isbn13,authors,original_publication_year,title,language_code,average_rating,cover_type,pages
9780062347270.0,Stephanie Dray   Laura Kamoie,2016.0,America's First Daughter,eng,4.22,0,1197
9780886773780.0,Mercedes Lackey,1987.0,Arrow's Flight (Heralds of Valdemar   #2),eng,4.13,1,1159
9780451528930.0,Edmond Rostand   Eteel Lawson   Lowell Bair,1897.0,Cyrano de Bergerac,eng,4.05,0,537
9780062318330.0,Kiera Cass,2014.0,The Selection Stories: The Prince & The Guard (The Selection   #0.5   2.5),eng,4.03,1,777
9780425153970.0,Leigh Nichols   Dean Koontz,1981.0,The Eyes of Darkness,eng,3.85,0,655
9780590133370.0,Ludwig Bemelmans,1939.0,Madeline,en-GB,4.22,0,1241
9780810918690.0,Graeme Base,1986.0,Animalia,eng,4.28,1,563
9780316250820.0,Edan Lepucki,2014.0,California,eng,3.22,0,1196
9780345539940.0,Alan Bradley,2015.0,As Chimney Sweepers Come to Dust (Flavia de Luce   #7),eng,3.94,1,903
9781400075710.0,Alexander McCall Smith,2006.0,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency   #7),eng,4.06,1,807
9781101875000.0,Don Winslow,2015.0,The Cartel,eng,4.28,1,811
9780316159420.0,Åsne Seierstad   Ingrid Christopherson,2002.0,The Bookseller of Kabul,en-US,3.76,1,857
9780609804130.0,Jill Conner Browne,1999.0,The Sweet Potato Queens' Book of Love,eng,3.7,1,1032
9780451529560.0,Fyodor Dostoyevsky   Andrew R. MacAndrew   Ben Marcus,1864.0,Notes from Underground   White Nights   The Dream of a Ridiculous Man   and Selections from The House of the Dead,eng,4.17,0,935
9780786943400.0,R.A. Salvatore,2007.0,The Orc King (Forgotten Realms: Transitions   #1; Legend of Drizzt   #17),en-US,4.11,0,916
9780756403010.0,Melanie Rawn,1985.0,Dragon Prince (Dragon Prince   #1),eng,3.94,1,780
9781439153670.0,Kathleen Grissom,2010.0,The Kitchen House,en-CA,4.18,0,509
9780385535040.0,Donald Ray Pollock,2011.0,The Devil All the Time,eng,4.09,1,1378
9780064441550.0,Peggy Parish   Fritz Siebel,1963.0,Amelia Bedelia  (Amelia Bedelia #1),eng,4.15,1,1325
9780061992250.0,Katherine Applegate   Patricia Castelao,2012.0,The One and Only Ivan,eng,4.24,0,945
9780736423080.0,Bob Grant,1941.0,Bambi,eng,4.22,1,1148
9780061020670.0,Terry Pratchett,1988.0,Wyrd Sisters (Discworld   #6; Witches #2),eng,4.11,1,680
9780099464690.0,Henning Mankell   Laurie Thompson,1993.0,The White Lioness (Kurt Wallander   #3),eng,3.84,0,614
9781416556050.0,F. Scott Fitzgerald,1922.0,The Curious Case of Benjamin Button,en-GB,3.53,1,1133
9780553282990.0,N.H. Kleinbaum,1988.0,Dead Poets Society,eng,4.21,0,817
9780375751520.0,Oscar Wilde   Jeffrey Eugenides,1891.0,The Picture of Dorian Gray,eng,4.06,0,862
9780802142820.0,Kiran Desai,2006.0,The Inheritance of Loss,eng,3.41,0,1474
9780752866060.0,René Goscinny   Albert Uderzo   Anthea Bell   Derek Hockridge,1960.0,Asterix the Gaul (Asterix   #1),eng,4.18,1,527
9780399157560.0,Patricia Cornwell,2012.0,The Bone Bed (Kay Scarpetta   #20),en-US,3.64,1,642
9781565125520.0,Roland Merullo,2007.0,Breakfast with Buddha,en-US,3.82,0,1281
9780060539820.0,William Gibson   Bruce Sterling,1986.0,Burning Chrome (Sprawl   #0),eng,4.05,1,1128
9780316611690.0,Charles Bernard Nordhoff   James Norman Hall,1932.0,Mutiny on the Bounty (The Bounty Trilogy   #1),en-US,3.97,0,1334
9781400068330.0,Curtis Sittenfeld,2016.0,Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project   #4),eng,3.63,0,1320
9780586057250.0,Isaac Asimov,1982.0,The Complete Robot (Robot #0.3),eng,4.34,0,840
9780785136200.0,Roberto Aguirre-Sacasa   Stephen King   Mike Perkins   Laura       Martin,2009.0,The Stand: Captain Trips,eng,4.43,0,1085
9780553573430.0,George R.R. Martin,2000.0,A Storm of Swords (A Song of Ice and Fire   #3),eng,4.54,0,1329
9781439150010.0,Richard Paul Evans,2009.0,The Christmas List,eng,4.17,1,1318
9780099435140.0,Olivia Goldsmith,1992.0,The First Wives Club,eng,3.87,1,1070
9780375408270.0,Bernhard Schlink   Carol Brown Janeway,1995.0,The Reader,eng,3.73,0,1035
9780451457770.0,Guy Gavriel Kay,1990.0,Tigana,eng,4.12,0,1071
9780446195520.0,David Baldacci,2009.0,True Blue,eng,3.84,1,929
9780385670520.0,Kelley Armstrong,2009.0,Darkest Powers Trilogy (Darkest Powers   #1-3),eng,4.47,1,816
9780525426360.0,Esther Earl   Lori Earl   Wayne Earl   John Green,2014.0,This Star Won't Go Out: The Life and Words of Esther Grace Earl,eng,4.19,1,765
9781416532350.0,Sandra Brown,2006.0,Ricochet,eng,3.96,0,627
9780345418910.0,Douglas Adams,1982.0,Life   the Universe and Everything (Hitchhiker's Guide   #3),eng,4.19,0,1315
9780679644190.0,Carol Rifka Brunt,2012.0,Tell the Wolves I'm Home,eng,4.04,1,601
9781401202220.0,Bill Willingham   Mark Buckingham   Craig Hamilton   Steve Leialoha   P. Craig Russell,2004.0,Fables   Vol. 4: March of the Wooden Soldiers,eng,4.29,1,723
9781594487710.0,Steven Johnson,2010.0,Where Good Ideas Come From: The Natural History of Innovation,eng,4.03,1,632
9780061345660.0,Anna Godbersen,2007.0,The Luxe (Luxe   #1),en-US,3.63,1,1187
9780765326260.0,W. Bruce Cameron,2010.0,A Dog's Purpose (A Dog's Purpose   #1),en-US,4.35,1,1436
9780684802040.0,Stephen R. Covey   A. Roger Merrill   Rebecca R. Merrill,1993.0,First Things First,eng,4.06,1,1144
9780446564330.0,Douglas Preston   Lincoln Child,2011.0,Gideon's Sword (Gideon Crew   #1),en-US,3.58,0,1479
9780140449070.0,Jules Verne   Michael Glencross   Brian W. Aldiss,1872.0,Around the World in Eighty Days,eng,3.9,1,911
9780446693810.0,Nicholas Sparks,1999.0,A Walk to Remember,en-US,4.15,0,756
9781594489500.0,Khaled Hosseini,2007.0,A Thousand Splendid Suns,eng,4.34,0,1157
9781250128550.0,Glennon Doyle Melton,2016.0,Love Warrior,en-US,4.1,1,1009
9780374105980.0,Edmund de Waal,2009.0,The Hare With Amber Eyes: A Family's Century of Art and Loss,eng,3.85,1,1144
9780425176930.0,Steve Perry   Tom Clancy   Steve Pieczenik,2000.0,Breaking Point (Tom Clancy's Net Force   #4),eng,3.69,1,752
9780803734950.0,Jandy Nelson,2010.0,The Sky Is Everywhere,eng,4.04,0,504
9780451230230.0,Hugh Ambrose,2009.0,The Pacific,eng,4.09,1,932
9780451191010.0,Richard Bachman   Stephen King,1996.0,The Regulators,eng,3.63,0,968
9781570089270.0,Stephen E. Robinson,1992.0,Believing Christ: The Parable of the Bicycle and Other Good News,eng,4.51,1,555
9780670022810.0,Jojo Moyes,2008.0,The Last Letter from Your Lover,eng,3.94,1,1070
9780586010170.0,Isaac Asimov,1957.0,The Naked Sun (Robot #2),en-US,4.12,0,1315
9781516865870.0,Hugh Howey,2015.0,Beacon 23: The Complete Novel (Beacon 23   #1-5),eng,3.9,0,809
9780886778580.0,Kristen Britain,1998.0,Green Rider (Green Rider   #1),eng,4.09,1,547
2940011191210.0,Nicky Charles,2011.0,The Finding (Law of the Lycans   #5),eng,4.18,0,1261
9780425226930.0,Nalini Singh,2009.0,Angels' Blood (Guild Hunter   #1),eng,4.12,1,556
9780140449270.0,Plato   Christopher Gill,-385.0,The Symposium,eng,4.01,1,851
9781476770380.0,Stephen King,2014.0,Revival,en-US,3.75,1,1314
9781421502410.0,Masashi Kishimoto   Frances Wall,2002.0,Naruto   Vol. 11: Impassioned Efforts (Naruto   #11),eng,4.5,0,1133
9780060596990.0,Mary Karr,2008.0,Lit,eng,3.88,0,1105
9781439138340.0,Colm Tóibín,2014.0,Nora Webster,eng,3.58,0,1329
9780385528050.0,John Grisham,2010.0,The Confession,eng,3.81,1,785
9780060531250.0,Julia Quinn,2005.0,It's in His Kiss (Bridgertons   #7),eng,4.01,1,863
9780385739160.0,Lauren Kate,2011.0,Passion (Fallen   #3),eng,3.89,0,705
9780451190540.0,Stephen King,1996.0,The Green Mile   Part 3: Coffey's Hands,eng,4.5,0,523
9780007350490.0,Cecelia Ahern,2014.0,How to Fall in Love,eng,4.02,0,986
9780743297320.0,Thomas Wolfe,1929.0,Look Homeward   Angel,eng,3.94,0,1190
9780805077640.0,Walter Lord   Nathaniel Philbrick,1955.0,A Night to Remember,en-US,4.0,0,1254
9780786888760.0,J.R. Moehringer,2005.0,The Tender Bar,eng,3.93,1,1109
9780375424490.0,Alexander McCall Smith,2008.0,The Miracle at Speedy Motors (No.1 Ladies' Detective Agency   #9),en-US,4.09,0,1494
9780812532590.0,Orson Scott Card,1992.0,The Memory of Earth (Homecoming   #1),eng,3.56,0,608
9780007202300.0,C.S. Lewis,1951.0,Prince Caspian (Chronicles of Narnia   #2),eng,3.96,1,719
9781250069800.0,Liane Moriarty,2016.0,Truly Madly Guilty,eng,3.55,0,1292
9780451463070.0,Faith Hunter,2010.0,Blood Cross (Jane Yellowrock   #2),eng,4.13,0,820
9780545812540.0,Alex Gino,2015.0,George,eng,4.01,1,1269
9780451207140.0,Ken Follett,1989.0,The Pillars of the Earth (The Kingsbridge Series   #1),eng,4.29,0,817
9781581345280.0,Frank E. Peretti,1989.0,Piercing the Darkness (Darkness   #2),eng,4.3,0,593
9780316735160.0,Cecily von Ziegesar,2004.0,You're the One That I Want (Gossip Girl   #6),eng,3.71,0,927
9780385739150.0,Lauren Kate,2010.0,Torment (Fallen   #2),eng,3.89,1,512
9780756410440.0,Patrick Rothfuss   Nate  Taylor,2014.0,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),eng,3.92,1,541
9780312554190.0,Emily Giffin,2012.0,Where We Belong,en-US,3.86,1,993
9781594487580.0,Ann Brashares,2010.0,My Name Is Memory,eng,3.7,0,787
9781594488800.0,Sarah Waters,2009.0,The Little Stranger,en-US,3.51,0,731
9780425204660.0,Laurell K. Hamilton,1994.0,The Laughing Corpse (Anita Blake   Vampire Hunter   #2),en-US,4.11,0,677
9780671023190.0,Vince Flynn,1997.0,Term Limits,eng,4.3,0,892
9780486275440.0,Anton Chekhov,1900.0,The Three Sisters,eng,3.76,1,674
9780356500160.0,M.R. Carey,2014.0,The Girl with All the Gifts,eng,3.93,0,604
9780752860560.0,Kate Mosse,2007.0,Sepulchre (Languedoc   #2),en-GB,3.73,0,934
9780307977940.0,Liesl Shurtliff,2013.0,Rump: The True Story of Rumpelstiltskin,eng,4.04,1,971
9780399158830.0,J.D. Robb,2013.0,Calculated in Death (In Death   #36),eng,4.23,0,1470
9780307265780.0,Maeve Binchy,2006.0,Whitethorn Woods,eng,3.59,0,1240
9780446695720.0,Carl Hiaasen,1986.0,Tourist Season,en-US,3.95,1,891
9780446564080.0,David Baldacci,2010.0,Deliver Us from Evil (A. Shaw   #2),en-US,3.98,0,845
9786144320650.0,أثير عبدالله النشمي,2013.0,فلتغفري,ara,3.5,1,578
9781402784030.0,Colleen Houck,2011.0,Tiger's Curse (The Tiger Saga   #1),eng,4.07,0,1261
9780571313240.0,Kate Hamer,2015.0,The Girl in the Red Coat,eng,3.53,1,1314
9780385346990.0,Neil Patrick Harris   David Javerbaum   Antony Hare,2014.0,Neil Patrick Harris: Choose Your Own Autobiography,eng,3.86,1,705
9780553807220.0,Sarah Addison Allen,2010.0,The Girl Who Chased the Moon,en-US,3.97,0,1330
9781423102990.0,Mo Willems,2007.0,Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny   #2),en-US,4.28,1,636
9780765332000.0,Orson Scott Card,2011.0,Shadows in Flight (Ender's Shadow   #5),en-GB,3.76,1,1087
9781608196260.0,Shannon Hale,2012.0,Midnight in Austenland (Austenland   #2),en-US,3.5,1,1371
9780553380160.0,Stephen Hawking   Cao Chi   Phạm Văn Thiều,1987.0,A Brief History of Time,eng,4.12,0,831
9782020336470.0,Irvine Welsh   Eric Lindor Fall,1993.0,Trainspotting,fre,4.07,1,1189
9780553588450.0,Keri Arthur,2006.0,Full Moon Rising (Riley Jenson Guardian #1),eng,3.89,1,734
9780060989160.0,Tommy Lee   Vince Neil   Nikki Sixx   Neil Strauss   Mick Mars   Tommy Lee,2001.0,The Dirt: Confessions of the World's Most Notorious Rock Band,en-GB,4.16,0,731
9780375507780.0,Stephen King   Peter Straub,1984.0,The Talisman (The Talisman   #1),en-US,4.12,1,1341
9781476145390.0,Kristen Ashley,2012.0,Breathe (Colorado Mountain   #4),eng,4.38,0,1219
9780812511820.0,Robert Jordan,1990.0,The Eye of the World (Wheel of Time   #1),eng,4.18,1,1457
9780061187840.0,Lionel Shriver,2007.0,The Post-Birthday World,eng,3.52,1,1006
9780770436420.0,Anthony Marra,2013.0,A Constellation of Vital Phenomena,eng,4.13,0,989
9780803731530.0,Frank Beddor,2004.0,The Looking Glass Wars (The Looking Glass Wars   #1),en-US,3.93,0,1002
9780316225880.0,Michael Connelly,2015.0,The Crossing (Harry Bosch   #20; Mickey Haller   #7; Harry Bosch Universe   #25),eng,4.21,0,1481
9780399154220.0,John Sandford,2007.0,Invisible Prey (Lucas Davenport   #17),eng,4.11,1,965
9780446611210.0,James Patterson,2001.0,Violets Are Blue (Alex Cross   #7),eng,3.94,1,1263
9780061566170.0,Sara Shepard,2010.0,Wanted (Pretty Little Liars   #8),en-US,4.15,0,1415
9780061493350.0,Michael Chabon,2012.0,Telegraph Avenue,eng,3.36,0,1017
9780689863620.0,Cynthia Voigt,1982.0,Dicey's Song (Tillerman Cycle   #2),eng,3.94,1,1019
9780312949820.0,Lisa Kleypas   Rosalyn Landor,2009.0,Tempt Me at Twilight (The Hathaways   #3),eng,4.18,1,871
9780064400210.0,William H. Armstrong   James Barkley,1969.0,Sounder,en-US,3.96,0,884
9781934964100.0,Bryan Lee O'Malley,2009.0,Scott Pilgrim   Volume 5: Scott Pilgrim Vs. the Universe,eng,4.33,1,1022
9780385315140.0,Peter Høeg   Tiina Nunnally,1992.0,Smilla's Sense of Snow,eng,3.73,1,1100
9781442413180.0,Christopher Pike,2010.0,Thirst No. 3: The Eternal Dawn (Thirst   #3),en-US,4.14,0,1228
9780446610020.0,Jacqueline Carey,2006.0,Kushiel's Scion (Imriel's Trilogy   #1),en-GB,4.19,1,856
9781423194550.0,Rick Riordan,2013.0,The Son of Sobek (Percy Jackson & Kane Chronicles Crossover   #1),eng,4.26,0,861
9781400043330.0,Gabriel García Márquez   Edith Grossman,1989.0,The General in His Labyrinth,eng,3.66,1,762
9780062085540.0,Tahereh Mafi,2013.0,Unravel Me (Shatter Me   #2),eng,4.28,1,1441
9780743290110.0,Lauren Weisberger,2008.0,Chasing Harry Winston,eng,3.32,1,812
9781563891430.0,Doug Moench   Chuck Dixon   Jim Aparo   Norm Breyfogle   Graham Nolan   Jim Balent,1993.0,Batman: Knightfall   Vol. 1: Broken Bat,eng,4.08,1,958
9780525945570.0,Thomas Harris,1981.0,Red Dragon (Hannibal Lecter   #1),eng,4.01,0,841
9780316001920.0,Stacy Schiff,2006.0,Cleopatra: A Life,eng,3.62,1,557
6221102017180.0,خالد الخميسي   Khaled Al Khamissi,2006.0,تاكسي: حواديت المشاوير,ara,3.68,1,551
9780143116390.0,Michael Pollan,2008.0,Food Rules: An Eater's Manual,en-US,3.99,0,975
9780316038390.0,David Sedaris   Ian Falconer,2010.0,Squirrel Seeks Chipmunk: A Modest Bestiary,eng,3.34,0,1430
9780618083600.0,Dian Fossey,1983.0,Gorillas in the Mist,en-US,4.16,1,1183
9780143036560.0,Jared Diamond,2004.0,Collapse: How Societies Choose to Fail or Succeed,en-GB,3.92,1,1319
9789953718060.0,أثير عبدالله النشمي,2010.0,أحببتك أكثر مما ينبغي,ara,3.67,1,769
9781576469120.0,Gene Stratton-Porter,1909.0,A Girl of the Limberlost (Limberlost   #2),eng,4.14,1,1205
9781594481440.0,Anna Gavalda   Alison Anderson,2004.0,Hunting and Gathering,en-US,4.1,0,1132
9781563892880.0,Neil Gaiman   Michael Zulli   Jon J. Muth   Charles Vess   Mikal Gilmore,1996.0,The Wake (The Sandman #10),eng,4.53,0,972
9781565125960.0,Robert Goolrick,2009.0,A Reliable Wife,en-US,3.25,1,706
9780440241900.0,Sophie Kinsella,2002.0,Shopaholic Ties the Knot (Shopaholic   #3),eng,3.77,1,841
9780060533990.0,Sue Townsend,1982.0,The Secret Diary of Adrian Mole   Aged 13 3/4  (Adrian Mole   #1),eng,3.85,0,1284
9780060727540.0,Johnny Cash   Patrick   Carr,1997.0,Cash,en-US,4.08,0,608
9781250040150.0,Elizabeth  Smart   Chris Stewart,2013.0,My Story,eng,3.77,1,660
9780316081050.0,Mira Grant,2010.0,Feed (Newsflesh Trilogy   #1),en-US,3.86,1,1365
9780374346680.0,Ava Dellaira,2014.0,Love Letters to the Dead,eng,3.82,0,762
9780804177660.0,Chuck Wendig,2015.0,Aftermath (Star Wars: Aftermath   #1),eng,3.15,0,979
9780374249400.0,Alex  Ross,2007.0,The Rest Is Noise: Listening to the Twentieth Century,eng,4.08,0,906
9780451200180.0,Agatha Christie,1971.0,Nemesis (Miss Marple   #12),eng,3.84,0,1185
9780453007440.0,Stephen King   Willem Dafoe,1989.0,One Past Midnight: The Langoliers,eng,3.82,1,889
9780670077040.0,Saroo Brierley,2013.0,A Long Way Home,eng,4.12,1,569
9780385682820.0,Rachel Joyce,2014.0,The Love Song of Miss Queenie Hennessy (Harold Fry   #2),eng,4.04,1,773
9780007120840.0,Agatha Christie,1942.0,The Moving Finger (Miss Marple   #4),en-GB,3.84,0,637
9780809510830.0,J. Sheridan Le Fanu,1872.0,Carmilla,eng,3.83,0,1283
9780743272490.0,Philippa Gregory,2005.0,The Constant Princess (The Plantagenet and Tudor Novels   #6),en-US,3.88,1,1421
9781250010130.0,Lisa Scottoline,2016.0,Most Wanted,eng,3.56,1,671
9780002310020.0,Agatha Christie,1965.0,At Bertram's Hotel (Miss Marple   #11),eng,3.7,1,972
9780439568330.0,R.L. Stine,1993.0,The Haunted Mask (Goosebumps   #11),eng,3.77,1,876
9780316097540.0,James Patterson   Marshall Karp,2011.0,Kill Me If You Can,eng,4.0,0,1445
9780006280940.0,C.S. Lewis,1947.0,Miracles,eng,4.08,0,1220
9781250019680.0,Mary Kay Andrews,2013.0,Ladies' Night,en-US,3.8,0,581
9780451229440.0,J.R. Ward,2010.0,Crave (Fallen Angels   #2),en-US,4.09,0,1413
9780988369470.0,Monica  Murphy,2013.0,One Week Girlfriend (One Week Girlfriend   #1),eng,3.94,1,884
9780385337940.0,John Grisham,2001.0,A Painted House,eng,3.67,1,1158
9781400065680.0,David Mitchell,2014.0,The Bone Clocks,eng,3.81,0,1364
9781423113390.0,Rick Riordan,2010.0,The Red Pyramid (Kane Chronicles   #1),eng,4.06,0,1131
9780140436230.0,Henry Fielding   Thomas Keymer   Alice Wakely,1749.0,The History of Tom Jones   a Foundling,eng,3.73,0,1433
9780413771000.0,Anton Chekhov   Michael Frayn,1895.0,The Seagull,eng,3.92,0,1421
9780575077030.0,Larry Niven,1970.0,Ringworld (Ringworld   #1),eng,3.96,0,1123
9781563891700.0,Neil Gaiman   Mike Allred   Gary Amaro   Mark Buckingham   David Giordano   Tony Harris   Steve Leialoha   Vince Locke   Shea Anton Pensa   Alec Stevens   Bryan Talbot   John Watkiss   Todd Klein   Michael Zulli   Stephen King,1995.0,Worlds' End (The Sandman #8),eng,4.48,0,1294
9781421501090.0,Ai Yazawa,2000.0,Nana   Vol. 1 (Nana   #1),en-US,4.21,0,1389
9781101585190.0,Ilona Andrews,2012.0,Gunmetal Magic (Kate Daniels   #5.5),eng,4.28,1,573
9780439655480.0,J.K. Rowling   Mary GrandPré   Rufus Beck,1999.0,Harry Potter and the Prisoner of Azkaban (Harry Potter   #3),eng,4.53,0,637
9780312936230.0,Janet Evanovich,2004.0,Ten Big Ones (Stephanie Plum   #10),en-US,4.13,0,531
9780099437600.0,Richard Brautigan,1968.0,In Watermelon Sugar,eng,4.02,0,948
9780525423350.0,Adam Gidwitz,2010.0,A Tale Dark & Grimm (A Tale Dark & Grimm   #1),en-US,4.04,0,1075
9781250045640.0,Darynda Jones,2014.0,Seventh Grave and No Body (Charley Davidson   #7),eng,4.4,0,701
9780345495810.0,Harry Bernstein,2006.0,The Invisible Wall: A Love Story That Broke Barriers,en-US,4.07,0,684
9780812974420.0,H.P. Lovecraft   China Miéville   S.T. Joshi,1936.0,At the Mountains of Madness,eng,3.93,1,1416
9780425127580.0,Owen  West   Dean Koontz,1981.0,The Mask,eng,3.75,0,1290
9780465026560.0,Douglas R. Hofstadter,1979.0,Gödel   Escher   Bach: An Eternal Golden Braid,eng,4.3,1,1316
9781857232520.0,Arthur C. Clarke   Gentry Lee,1993.0,Rama Revealed (Rama   #4),eng,3.72,0,773
9781579126280.0,Agatha Christie,1926.0,The Murder of Roger Ackroyd (Hercule Poirot   #4),eng,4.2,1,964
9780061007220.0,William Peter Blatty,1971.0,The Exorcist,en-US,4.14,1,1122
9780765377080.0,Liu Cixin   Joel Martinsen,2008.0,The Dark Forest (Remembrance of Earth’s Past   #2),eng,4.38,0,609
9780582418270.0,John Grisham,1991.0,The Firm (Penguin Readers   Level 5),eng,3.99,0,631
9780749080980.0,Susanna Kearsley   Rosalyn Landor,2008.0,The Winter Sea (Slains   #1),eng,4.07,1,709
9780312591830.0,Jane Green,2013.0,Family Pictures ,eng,3.62,0,512
9780805063900.0,Barbara Ehrenreich,2001.0,Nickel and Dimed: On (Not) Getting By in America,eng,3.6,1,691
9780345409870.0,Clarissa Pinkola Estés,1992.0,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,eng,4.15,0,768
9789504915250.0,Paulo Coelho   Montserrat Mira,1990.0,Brida,por,3.46,0,1334
9780451458440.0,Jim Butcher,2001.0,Grave Peril (The Dresden Files   #3),eng,4.18,0,688
9780441001870.0,Brian Jacques,1993.0,Martin the Warrior (Redwall   #6),eng,4.13,1,1356
9780060593090.0,Neal Stephenson,2003.0,Quicksilver (The Baroque Cycle   #1),en-US,3.92,0,1043
9780375870900.0,Chris Grabenstein,2013.0,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),eng,4.13,1,574
9780060921150.0,Barbara Kingsolver,1990.0,Animal Dreams,eng,4.05,1,705
9781595540550.0,Charles Martin,2006.0,When Crickets Cry,en-US,4.23,0,778
9780425212900.0,Charlaine Harris,2005.0,Grave Sight (Harper Connelly   #1),eng,3.85,0,969
9780671023460.0,Elizabeth Chandler,1995.0,Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel   #1-3),eng,4.08,1,1092
9781400063250.0,Jon Meacham,2008.0,American Lion: Andrew Jackson in the White House,en-US,3.76,0,1375
9780385353300.0,Emily St. John Mandel,2014.0,Station Eleven,eng,4.02,0,1188
9780312181110.0,Dodie Smith,1948.0,I Capture the Castle,eng,4.0,1,799
9780060012340.0,Terry Pratchett,2001.0,The Amazing Maurice and His Educated Rodents (Discworld   #28),eng,4.04,1,1180
9780439755210.0,Jordan Sonnenblick,2004.0,Drums   Girls & Dangerous Pie (Drums   Girls & Dangerous Pie   #1),eng,4.25,1,809
9780553582020.0,George R.R. Martin,2005.0,A Feast for Crows (A Song of Ice and Fire   #4),en-US,4.1,1,724
9780679729460.0,Robert A. Caro,1982.0,The Path to Power (The Years of Lyndon Johnson   #1),eng,4.42,1,1066
9780525952240.0,Mark    Adams,2011.0,Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,en-US,3.8,1,505
